Lexington Herald-Leader	KY	http://www.kentucky.com
Louisville Eccentric Observer	KY	http://www.leoweekly.com
News Democrat & Leader	KY	http://www.newsdemocratleader.com
The Oldham Era	KY	http://www.oldhamera.com
The Paducah Sun	KY	http://www.paducahsun.com
The Paintsville Herald	KY	http://www.paintsvilleherald.com
Park City Daily News	KY	http://www.bgdailynews.com
Richmond Register	KY	http://www.richmondregister.com
Donaldsonville Chief	LA	/wiki/Donaldsonville,_Louisiana
The News-Star	LA	http://www.thenewsstar.com
New Orleans Tribune	LA	/wiki/New_Orleans
The Times-Picayune	LA	/wiki/New_Orleans
The Daily Comet	LA	/wiki/Thibodaux,_Louisiana
Bangor Daily News	ME	http://www.bangordailynews.com
Journal Tribune	ME	http://www.journaltribune.com
Kennebec Journal	ME	http://www.kennebecjournal.mainetoday.com
Morning Sentinel	ME	http://www.morningsentinel.mainetoday.com
Portland Daily Sun	ME	http://www.portlanddailysun.me
Portland Press Herald	ME	http://www.pressherald.com
The Times Record	ME	/wiki/Denton,_Maryland
Baltimore Afro-American	MD	/wiki/Baltimore,_Maryland
Baltimore City Paper	MD	http://www.citypaper.com
The Baltimore Examiner	MD	http://www.baltimoreexaminer.com
The Baltimore Sun	MD	http://www.baltimoresun.com
Cumberland Times-News	MD	http://www.www.times-news.com
The Frederick News-Post	MD	http://www.fredericknewspost.com
Greenbelt News Review	MD	/wiki/Greenbelt,_Maryland
The Kent Island Bay Times	MD	/wiki/Stevensville,_Maryland
The Star Democrat	MD	/wiki/Easton,_Maryland
The Times Record	MD	/wiki/Denton,_Maryland
Athol Daily News	MA	http://www.atholdailynews.com
The Berkshire Eagle	MA	/wiki/The_Recorder_(Greenfield)
The Berkshire Eagle	MA	http://www.berkshireeagle.com
The Boston Globe	MA	http://www.boston.com/globe
Boston Herald	MA	http://www.bostonherald.com
Cape Cod Times	MA	http://www.capecodonline.com
Daily Hampshire Gazette	MA	/wiki/Pittsburgh_Post-Gazette
Daily Hampshire Gazette	MA	http://www.gazettenet.com
The Daily News of Newburyport	MA	http://www.newburyportnews.com
The Daily News Transcript	MA	http://www.dailynewstranscript.com
The Daily News Tribune	MA	http://www.dailynewstribune.com
Daily Times Chronicle	MA	http://www.woburnonline.com
The Eagle-Tribune	MA	http://www.eagletribune.com
The Gardner News	MA	http://www.thegardnernews.com
Gloucester Daily Times	MA	http://www.gloucestertimes.com
Malden Evening News	MA	/wiki/Malden,_Massachusetts
Medford Daily Mercury	MA	/wiki/Medford,_Massachusetts
The MetroWest Daily News	MA	http://www.metrowestdailynews.com
The Milford Daily News	MA	http://www.milforddailynews.com
North Adams Transcript	MA	http://www.thetranscript.com
The Patriot Ledger	MA	http://www.patriotledger.com
The Republican	MA	http://www.masslive.com
The Salem News	MA	http://www.salemnews.com
Sentinel & Enterprise	MA	http://www.sentinelandenterprise.com
Southbridge Evening News	MA	http://www.southbridgeeveningnews.com
The Sun Chronicle	MA	http://www.thesunchronicle.com
Taunton Daily Gazette	MA	http://www.tauntongazette.com
Telegram & Gazette	MA	http://www.telegram.com
The Wakefield Daily Item	MA	http://www.wakefielditem.com
Westfield Evening News	MA	/wiki/Westfield,_Massachusetts
Brooklyn	MI	/wiki/The_Buffalo_News
Kalamazoo	MI	http://www.kalamazoo-gazette.com
Mackinac Island	MI	/wiki/Mackinac_Island_Town_Crier
Austin Daily Herald	MN	http://www.austindailyherald.com
Brainerd Dispatch	MN	http://www.brainerddispatch.com
Duluth News Tribune	MN	http://www.duluthnews.com
The Daily Journal	MN	/wiki/Fergus_Falls,_Minnesota
The Daily Journal	MN	http://www.thedailyjournal.com
Finance and Commerce	MN	http://www.finance-commerce.com
MinnPost.com	MN	http://www.minnpost.com
St. Paul Pioneer Press	MN	http://www.twincities.com/mld/twincities/
St. Paul Pioneer Press	MN	/wiki/St._Paul,_Minnesota
Star Tribune	MN	/wiki/The_Dallas_Morning_News
Star Tribune	MN	http://www.startribune.com
Owatonna People's Press	MN	/wiki/Owatonna,_Minnesota
Red Wing Republican Eagle	MN	/wiki/Red_Wing,_Minnesota
Post-Bulletin	MN	http://www.postbulletin.com
St. Paul Pioneer Press	MN	http://www.twincities.com/mld/twincities/
St. Paul Pioneer Press	MN	/wiki/St._Paul,_Minnesota
