AL,Smoke Rise CDP,33.879717,-86.822301
AL,Snead town,34.119796,-86.389536
AL,Somerville town,34.466992,-86.796037
AL,Southside city,33.890841,-86.018020
AL,South Vinemont town,34.236177,-86.866391
AL,Spanish Fort city,30.721947,-87.867747
AL,Spring Garden CDP,33.972965,-85.555756
AL,Springville city,33.744720,-86.488817
AL,Spruce Pine CDP,34.392870,-87.729597
AL,Standing Rock CDP,33.085690,-85.239849
AL,Steele town,33.941362,-86.192085
AL,Sterrett CDP,33.442198,-86.461045
AL,Stevenson city,34.876797,-85.814350
AL,Stewartville CDP,33.075532,-86.260693
AL,Sulligent city,33.891189,-88.126633
AL,Sumiton city,33.749574,-87.047094
AL,Summerdale town,30.476741,-87.687561
AL,Susan Moore town,34.092178,-86.434242
AL,Sweet Water town,32.104903,-87.861185
AL,Sylacauga city,33.177585,-86.260105
AL,Sylvania town,34.562043,-85.804721
AL,Sylvan Springs town,33.528628,-87.031206
AL,Talladega city,33.430539,-86.098251
AL,Talladega Springs town,33.120452,-86.437761
AL,Tallassee city,32.535132,-85.892108
AL,Tarrant city,33.595267,-86.766253
AL,Taylor town,31.168749,-85.475797
AL,Theodore CDP,30.538686,-88.187573
AL,Thomaston town,32.268278,-87.623706
AL,Thomasville city,31.911085,-87.741848
AL,Thorsby town,32.917249,-86.718555
AL,Tibbie CDP,31.362809,-88.246742
AL,Tidmore Bend CDP,34.032490,-85.925319
AL,Tillmans Corner CDP,30.581533,-88.212780
AL,Town Creek town,34.671301,-87.407763
AL,Toxey town,31.910712,-88.309146
AL,Trafford town,33.819484,-86.746572
AL,Triana town,34.592318,-86.742817
AL,Trinity town,34.597263,-87.083806
AL,Troy city,31.802066,-85.964913
AL,Trussville city,33.640740,-86.580135
AL,Tuscaloosa city,33.233083,-87.525798
AL,Tuscumbia city,34.718686,-87.702603
AL,Tuskegee city,32.418209,-85.673314
AL,Twin town,33.992314,-87.852295
AL,Underwood-Petersville CDP,34.876112,-87.698157
AL,Union town,32.993810,-87.907179
AL,Union Grove town,34.406172,-86.451667
AL,Union Springs city,32.139892,-85.714625
AL,Uniontown town,32.447641,-87.509460
AL,Uriah CDP,31.307365,-87.499213
AL,Valley city,32.808488,-85.177056
AL,Valley Grande city,32.486872,-87.032773
AL,Valley Head town,34.559507,-85.620579
AL,Vance town,33.173992,-87.226627
AL,Vandiver CDP,33.458856,-86.529222
AL,Vernon city,33.758859,-88.114379
AL,Vestavia Hills city,33.462496,-86.739508
AL,Vina town,34.376175,-88.060572
AL,Vincent town,33.387726,-86.406013
AL,Vinegar Bend CDP,31.259093,-88.367264
AL,Vredenburgh town,31.823241,-87.318059
AL,Wadley town,33.123400,-85.568592
AL,Waldo town,33.386954,-86.040728
AL,Walnut Grove town,34.064595,-86.287170
AL,Warrior city,33.815214,-86.815273
AL,Waterloo town,34.917254,-88.064310
AL,Waverly town,32.730104,-85.571032
AL,Weaver city,33.762580,-85.813078
AL,Webb town,31.257605,-85.289379
AL,Wedowee town,33.308004,-85.486500
AL,Weogufka CDP,33.032235,-86.323775
AL,West Blocton town,33.118642,-87.124437
AL,West End-Cobb Town CDP,33.651453,-85.876528
AL,West Jefferson town,33.648529,-87.068000
AL,Westover town,33.374642,-86.538125
AL,West Point town,34.238751,-86.964033
AL,Wetumpka city,32.539138,-86.204857
AL,Whatley CDP,31.646343,-87.710836
AL,White Hall town,32.299544,-86.715366
AL,White Plains CDP,33.759312,-85.688470
AL,Whitesboro CDP,34.169004,-86.058500
AL,Wilsonville town,33.235411,-86.486729
AL,Wilton town,33.081565,-86.879656
AL,Winfield city,33.931561,-87.791874
AL,Woodland town,33.375627,-85.397439
AL,Woodstock town,33.217321,-87.148413
AL,Woodville town,34.629456,-86.284079
AL,Yellow Bluff town,31.962139,-87.480720
AL,York city,32.500609,-88.291401
AK,Adak city,51.840182,-176.566001
AK,Akhiok city,56.949573,-154.214275
AK,Akiachak CDP,60.916162,-161.404695
AK,Akiak city,60.909982,-161.216376
AK,Akutan city,54.138196,-165.790810
AK,Alakanuk city,62.711160,-164.644712
AK,Alatna CDP,66.563929,-152.838002
AK,Alcan Border CDP,62.695722,-141.182741
AK,Aleknagik city,59.288961,-158.664343
AK,Aleneva CDP,58.059045,-152.909008
AK,Allakaket city,66.564544,-152.649808
AK,Ambler city,67.100657,-157.847803
AK,Anaktuvuk Pass city,68.151792,-151.700071
AK,Anchorage municipality,61.177549,-149.274354
AK,Anchor Point CDP,59.750979,-151.702153
AK,Anderson city,64.309634,-149.162919
AK,Angoon city,57.440717,-134.477712
AK,Aniak city,61.578035,-159.528754
AK,Anvik city,62.631016,-160.213686
AK,Arctic Village CDP,68.165420,-145.401329
AK,Atka city,52.213091,-174.215643
AK,Atmautluak CDP,60.859158,-162.281987
AK,Atqasuk city,70.480786,-157.325459
AK,Attu Station CDP,52.882218,173.255713
AK,Badger CDP,64.800081,-147.385129
AK,Barrow city,71.254084,-156.798949
AK,Bear Creek CDP,60.203615,-149.363137
AK,Beaver CDP,66.390584,-147.337916
AK,Beluga CDP,61.191294,-151.186027
AK,Bethel city,60.792913,-161.793405
AK,Bettles city,66.906318,-151.537737
AK,Big Delta CDP,64.156648,-145.740922
AK,Big Lake CDP,61.522026,-149.967886
AK,Birch Creek CDP,66.266525,-145.873878
AK,Brevig Mission city,65.343920,-166.508493
AK,Buckland city,65.976106,-161.138699
AK,Buffalo Soapstone CDP,61.695640,-149.121467
AK,Butte CDP,61.548883,-148.983285
AK,Cantwell CDP,63.386435,-148.803138
AK,Central CDP,65.507604,-144.627945
AK,Chalkyitsik CDP,66.646694,-143.798881
AK,Chase CDP,62.418343,-149.935892
AK,Chefornak city,60.151220,-164.251364
AK,Chena Ridge CDP,64.799021,-148.023779
AK,Chenega CDP,60.091904,-147.994692
AK,Chevak city,61.530883,-165.597175
AK,Chickaloon CDP,61.800275,-148.371464
AK,Chicken CDP,64.087658,-141.828130
AK,Chignik city,56.294355,-158.395643
AK,Chignik Lagoon CDP,56.304623,-158.498510
AK,Chignik Lake CDP,56.271969,-158.789108
AK,Chiniak CDP,57.574818,-152.283488
AK,Chisana CDP,62.110484,-142.048642
AK,Chistochina CDP,62.596444,-144.941045
